record_id,location_id,source_id,time_of_record,visit_count_x,time_in_queue,assigned_employee_id,type_of_water_source,number_of_people_served,address,province_name,town_name,location_type,subjective_quality_score,visit_count_y,results,pollutant_ppm,biological,functionality_status,hour,month
21251,AkRu07220,AkRu07220224,11/19/2021 13:35,3,121,7,shared_tap,2834,97 Simba Tutu Street,Akatsi,Rural,Rural,10,3,,,,partially_functional,13,November
21252,KiRu27407,KiRu27407224,11/19/2021 13:35,1,0,3,well,210,29 Kaduna Road,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,9.38307,0,functional,13,November
21253,SoRu37138,SoRu37138224,11/19/2021 14:01,1,0,24,tap_in_home_broken,726,35 Nelson Mandela Street,Sokoto,Rural,Rural,9,1,,,,non_functional,14,November
21254,KiRu26067,KiRu26067224,11/19/2021 14:10,4,114,42,shared_tap,1910,12 Nyerere Road,Kilimani,Rural,Rural,3,4,,,,partially_functional,14,November
21255,AkRu06992,AkRu06992224,11/19/2021 14:15,1,0,36,well,164,63 Fisi Nkrumah Street,Akatsi,Rural,Rural,1,1,Contaminated: Biological,0,495.898,functional,14,November
21256,HaRu17662,HaRu17662224,11/19/2021 14:23,4,222,8,shared_tap,2314,147 Constantine Road,Hawassa,Rural,Rural,3,4,,,,partially_functional,14,November
21257,AmAm09436,AmAm09436224,11/19/2021 14:30,1,0,16,tap_in_home_broken,670,13 Accra Avenue,Amanzi,Amina,Urban,9,1,,,,non_functional,14,November
21258,AkRu06851,AkRu06851224,11/19/2021 14:38,1,219,48,shared_tap,2716,114 Fisi Nkrumah Street,Akatsi,Rural,Rural,3,1,,,,partially_functional,14,November
21259,SoRu37693,SoRu37693224,11/19/2021 14:42,1,240,7,shared_tap,3978,4 Tausi Lumumba Avenue,Sokoto,Rural,Rural,3,1,,,,partially_functional,14,November
21260,AmAs10600,AmAs10600224,11/19/2021 14:54,5,268,34,shared_tap,2650,131 Nadi Kijani Lane,Amanzi,Asmara,Urban,3,5,,,,partially_functional,14,November
21261,AmRu13187,AmRu13187224,11/19/2021 15:04,1,0,3,well,250,128 Hurghada Street,Amanzi,Rural,Rural,3,1,Clean,0.0286418,9.74E-06,functional,15,November
21262,KiRu27709,KiRu27709224,11/19/2021 15:09,1,0,22,well,200,153 Desmond Tutu Street,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,8.53506,0,functional,15,November
21263,AkRu08855,AkRu08855224,11/19/2021 15:09,1,0,2,tap_in_home,510,146 Ladysmith Black Street,Akatsi,Rural,Rural,10,1,,,,functional,15,November
21264,SoIl32734,SoIl32734224,11/19/2021 15:15,1,0,24,tap_in_home,898,107 Bahari Tamu Road,Sokoto,Ilanga,Urban,10,1,,,,functional,15,November
21265,SoIl32402,SoIl32402224,11/19/2021 15:17,1,0,5,well,374,125 Sfax Street,Sokoto,Ilanga,Urban,2,1,Contaminated: Chemical,4.51348,0,functional,15,November
21266,KiZu30779,KiZu30779224,11/19/2021 15:18,1,240,2,shared_tap,3506,92 Banjul Street,Kilimani,Zuri,Urban,3,1,,,,partially_functional,15,November
21267,SoIl32521,SoIl32521224,11/19/2021 15:23,1,0,36,tap_in_home,528,102 Sfax Street,Sokoto,Ilanga,Urban,10,1,,,,functional,15,November
21268,AmPw12687,AmPw12687224,11/19/2021 15:30,1,0,28,tap_in_home_broken,710,46 Lagos Street,Amanzi,Pwani,Urban,9,1,,,,non_functional,15,November
21269,AkRu07275,AkRu07275224,11/19/2021 15:41,1,0,32,well,196,9 Ukingo Wa Jua Street,Akatsi,Rural,Rural,3,1,Clean,0.0116851,8.49E-06,functional,15,November
21270,AmRu13085,AmRu13085224,11/19/2021 15:44,1,0,12,well,200,88 Cairo Road,Amanzi,Rural,Rural,3,1,Clean,0.0222282,1.32E-05,functional,15,November
21271,SoRu34723,SoRu34723224,11/19/2021 15:54,8,95,46,shared_tap,934,25 Simba Road,Sokoto,Rural,Rural,4,8,,,,partially_functional,15,November
21272,AmRu12966,AmRu12966224,11/19/2021 16:07,1,0,1,well,172,14 Oran Crossing,Amanzi,Rural,Rural,2,1,Contaminated: Chemical,1.86302,0,functional,16,November
21273,AkRu08084,AkRu08084224,11/19/2021 16:32,1,30,46,shared_tap,3498,56 Pwani Ya Utukufu Road,Akatsi,Rural,Rural,3,1,,,,functional,16,November
21274,SoRu36058,SoRu36058224,11/19/2021 16:47,1,0,10,well,324,142 Seychelles Street,Sokoto,Rural,Rural,2,1,Contaminated: Chemical,9.09887,0,functional,16,November
21275,AmAb09329,AmAb09329224,11/19/2021 17:06,2,63,8,shared_tap,1362,24 N'dour Avenue,Amanzi,Abidjan,Urban,3,2,,,,partially_functional,17,November
21276,AmAs10557,AmAs10557224,11/19/2021 17:24,5,243,36,shared_tap,2468,119 Nadi Kijani Lane,Amanzi,Asmara,Urban,3,5,,,,partially_functional,17,November
21277,SoRu36467,SoRu36467224,11/19/2021 18:13,2,302,6,shared_tap,2746,144 Nkrumah Road,Sokoto,Rural,Rural,10,2,,,,partially_functional,18,November
21278,HaRu20489,HaRu20489224,11/19/2021 18:27,2,119,36,shared_tap,1602,33 Gbenga Adeyinka Street,Hawassa,Rural,Rural,3,2,,,,partially_functional,18,November
21279,AmBe11337,AmBe11337224,11/20/2021 6:01,5,496,24,shared_tap,3716,12 Mbuzi Mbeki Street,Amanzi,Bello,Urban,3,5,,,,partially_functional,6,November
21280,HaRu17843,HaRu17843224,11/20/2021 6:21,3,149,12,shared_tap,2036,3 Tunis Road,Hawassa,Rural,Rural,3,3,,,,partially_functional,6,November
21281,KiRu26067,KiRu26067224,11/20/2021 6:55,5,192,42,shared_tap,1910,12 Nyerere Road,Kilimani,Rural,Rural,3,5,,,,partially_functional,6,November
21282,HaRu19846,HaRu19846224,11/20/2021 7:29,4,187,14,shared_tap,2178,119 Chanzo Cha Furaha Road,Hawassa,Rural,Rural,3,4,,,,partially_functional,7,November
21283,KiMr24719,KiMr24719224,11/20/2021 7:44,2,500,14,shared_tap,3982,86 Kob Maathai Road,Kilimani,Mrembo,Urban,3,2,,,,partially_functional,7,November
21284,AkRu06614,AkRu06614224,11/20/2021 8:45,2,198,5,shared_tap,1766,2 Popo Kamuzu Street,Akatsi,Rural,Rural,3,2,,,,partially_functional,8,November
21285,SoRu37693,SoRu37693224,11/20/2021 10:44,2,391,7,shared_tap,3978,4 Tausi Lumumba Avenue,Sokoto,Rural,Rural,3,2,,,,partially_functional,10,November
21286,SoRu38929,SoRu38929224,11/20/2021 10:58,5,402,12,shared_tap,3936,57 Asimbonanga Road,Sokoto,Rural,Rural,3,5,,,,partially_functional,10,November
21287,AkRu07220,AkRu07220224,11/20/2021 12:07,4,476,7,shared_tap,2834,97 Simba Tutu Street,Akatsi,Rural,Rural,10,4,,,,partially_functional,12,November
21288,SoRu37529,SoRu37529224,11/20/2021 12:29,3,109,22,shared_tap,718,18 Mwewe Kagame Drive,Sokoto,Rural,Rural,5,3,,,,partially_functional,12,November
21289,HaRu17989,HaRu17989224,11/20/2021 12:31,3,125,18,shared_tap,1082,55 Lubumbashi Lane,Hawassa,Rural,Rural,3,3,,,,partially_functional,12,November
21290,SoRu35730,SoRu35730224,11/20/2021 12:47,3,358,3,shared_tap,3170,147 Mombasa Road,Sokoto,Rural,Rural,10,3,,,,partially_functional,12,November
21291,HaRu17662,HaRu17662224,11/20/2021 12:55,5,403,8,shared_tap,2314,147 Constantine Road,Hawassa,Rural,Rural,3,5,,,,partially_functional,12,November
21292,AkKi00924,AkKi00924224,11/20/2021 13:01,4,236,12,shared_tap,3816,54 Tunis Street,Akatsi,Kintampo,Urban,3,4,,,,partially_functional,13,November
21293,AkRu04024,AkRu04024224,11/20/2021 13:25,6,230,36,shared_tap,3410,12 Moi Avenue,Akatsi,Rural,Rural,3,6,,,,partially_functional,13,November
21294,AkRu03047,AkRu03047224,11/20/2021 13:59,2,158,8,shared_tap,944,18 Giza Promenade,Akatsi,Rural,Rural,4,2,,,,partially_functional,13,November
21295,KiZu30779,KiZu30779224,11/20/2021 14:21,2,253,2,shared_tap,3506,92 Banjul Street,Kilimani,Zuri,Urban,3,2,,,,partially_functional,14,November
21296,KiRu28915,KiRu28915224,11/20/2021 14:31,5,187,46,shared_tap,3410,79 Ziwa La Kioo Road,Kilimani,Rural,Rural,3,5,,,,partially_functional,14,November
21297,HaRu20489,HaRu20489224,11/20/2021 14:58,3,136,36,shared_tap,1602,33 Gbenga Adeyinka Street,Hawassa,Rural,Rural,3,3,,,,partially_functional,14,November
21298,AkRu06851,AkRu06851224,11/20/2021 15:46,2,212,48,shared_tap,2716,114 Fisi Nkrumah Street,Akatsi,Rural,Rural,3,2,,,,partially_functional,15,November
21299,HaRu18042,HaRu18042224,11/20/2021 16:30,2,398,46,shared_tap,3220,137 Lubumbashi Lane,Hawassa,Rural,Rural,3,2,,,,partially_functional,16,November
21300,AmAs10600,AmAs10600224,11/20/2021 16:38,6,331,34,shared_tap,2650,131 Nadi Kijani Lane,Amanzi,Asmara,Urban,3,6,,,,partially_functional,16,November
21301,AmAs10557,AmAs10557224,11/20/2021 17:11,6,184,36,shared_tap,2468,119 Nadi Kijani Lane,Amanzi,Asmara,Urban,3,6,,,,partially_functional,17,November
21302,AkRu05654,AkRu05654224,11/20/2021 17:42,4,395,3,shared_tap,2690,121 Ramaphosa Road,Akatsi,Rural,Rural,3,4,,,,partially_functional,17,November
21303,SoRu35001,SoRu35001224,11/20/2021 18:13,2,232,36,shared_tap,2364,46 Fennec Way,Sokoto,Rural,Rural,3,2,,,,partially_functional,18,November
21304,AmAb09329,AmAb09329224,11/20/2021 18:17,3,241,8,shared_tap,1362,24 N'dour Avenue,Amanzi,Abidjan,Urban,3,3,,,,partially_functional,18,November
21305,SoRu36467,SoRu36467224,11/20/2021 18:18,3,248,6,shared_tap,2746,144 Nkrumah Road,Sokoto,Rural,Rural,10,3,,,,partially_functional,18,November
21306,KiZu30779,KiZu30779224,11/21/2021 6:05,3,174,2,shared_tap,3506,92 Banjul Street,Kilimani,Zuri,Urban,3,3,,,,partially_functional,6,November
21307,SoRu35730,SoRu35730224,11/21/2021 6:26,4,124,3,shared_tap,3170,147 Mombasa Road,Sokoto,Rural,Rural,10,4,,,,partially_functional,6,November
21308,AkRu07220,AkRu07220224,11/21/2021 7:02,5,90,7,shared_tap,2834,97 Simba Tutu Street,Akatsi,Rural,Rural,10,5,,,,partially_functional,7,November
21309,SoRu36467,SoRu36467224,11/21/2021 7:18,4,73,6,shared_tap,2746,144 Nkrumah Road,Sokoto,Rural,Rural,10,4,,,,partially_functional,7,November
21310,AmAb09329,AmAb09329224,11/21/2021 7:29,4,70,8,shared_tap,1362,24 N'dour Avenue,Amanzi,Abidjan,Urban,3,4,,,,partially_functional,7,November
21311,HaRu18042,HaRu18042224,11/21/2021 7:45,3,178,46,shared_tap,3220,137 Lubumbashi Lane,Hawassa,Rural,Rural,3,3,,,,partially_functional,7,November
21312,HaRu20489,HaRu20489224,11/21/2021 9:04,4,50,36,shared_tap,1602,33 Gbenga Adeyinka Street,Hawassa,Rural,Rural,3,4,,,,partially_functional,9,November
21313,HaRu19846,HaRu19846224,11/21/2021 9:06,5,105,14,shared_tap,2178,119 Chanzo Cha Furaha Road,Hawassa,Rural,Rural,3,5,,,,partially_functional,9,November
21314,AkKi00924,AkKi00924224,11/21/2021 9:18,5,132,12,shared_tap,3816,54 Tunis Street,Akatsi,Kintampo,Urban,3,5,,,,partially_functional,9,November
21315,KiRu26067,KiRu26067224,11/21/2021 9:26,6,48,42,shared_tap,1910,12 Nyerere Road,Kilimani,Rural,Rural,3,6,,,,partially_functional,9,November
21316,AmBe11337,AmBe11337224,11/21/2021 10:35,6,139,24,shared_tap,3716,12 Mbuzi Mbeki Street,Amanzi,Bello,Urban,3,6,,,,partially_functional,10,November
21317,HaRu17989,HaRu17989224,11/21/2021 11:22,4,32,18,shared_tap,1082,55 Lubumbashi Lane,Hawassa,Rural,Rural,3,4,,,,partially_functional,11,November
21318,KiRu28915,KiRu28915224,11/21/2021 11:39,6,135,46,shared_tap,3410,79 Ziwa La Kioo Road,Kilimani,Rural,Rural,3,6,,,,partially_functional,11,November
21319,HaRu17843,HaRu17843224,11/21/2021 11:51,4,99,12,shared_tap,2036,3 Tunis Road,Hawassa,Rural,Rural,3,4,,,,partially_functional,11,November
21320,SoRu37693,SoRu37693224,11/21/2021 11:59,3,137,7,shared_tap,3978,4 Tausi Lumumba Avenue,Sokoto,Rural,Rural,3,3,,,,partially_functional,11,November
21321,SoRu37529,SoRu37529224,11/21/2021 13:03,4,29,22,shared_tap,718,18 Mwewe Kagame Drive,Sokoto,Rural,Rural,5,4,,,,functional,13,November
21322,AkRu04024,AkRu04024224,11/21/2021 13:11,7,152,36,shared_tap,3410,12 Moi Avenue,Akatsi,Rural,Rural,3,7,,,,partially_functional,13,November
21323,AmAs10600,AmAs10600224,11/21/2021 13:15,7,158,34,shared_tap,2650,131 Nadi Kijani Lane,Amanzi,Asmara,Urban,3,7,,,,partially_functional,13,November
21324,AkRu06851,AkRu06851224,11/21/2021 13:27,3,77,48,shared_tap,2716,114 Fisi Nkrumah Street,Akatsi,Rural,Rural,3,3,,,,partially_functional,13,November
21325,AkRu05654,AkRu05654224,11/21/2021 14:30,5,102,3,shared_tap,2690,121 Ramaphosa Road,Akatsi,Rural,Rural,3,5,,,,partially_functional,14,November
21326,AmAs10557,AmAs10557224,11/21/2021 15:37,7,84,36,shared_tap,2468,119 Nadi Kijani Lane,Amanzi,Asmara,Urban,3,7,,,,partially_functional,15,November
21327,SoRu35001,SoRu35001224,11/21/2021 15:38,3,113,36,shared_tap,2364,46 Fennec Way,Sokoto,Rural,Rural,3,3,,,,partially_functional,15,November
21328,HaRu17662,HaRu17662224,11/21/2021 16:31,6,118,8,shared_tap,2314,147 Constantine Road,Hawassa,Rural,Rural,3,6,,,,partially_functional,16,November
21329,AkRu03047,AkRu03047224,11/21/2021 17:17,3,65,8,shared_tap,944,18 Giza Promenade,Akatsi,Rural,Rural,4,3,,,,partially_functional,17,November
21330,SoRu38929,SoRu38929224,11/21/2021 17:39,6,150,12,shared_tap,3936,57 Asimbonanga Road,Sokoto,Rural,Rural,3,6,,,,partially_functional,17,November
21331,AkRu06614,AkRu06614224,11/21/2021 17:52,3,82,5,shared_tap,1766,2 Popo Kamuzu Street,Akatsi,Rural,Rural,3,3,,,,partially_functional,17,November
21332,KiMr24719,KiMr24719224,11/21/2021 17:58,3,102,14,shared_tap,3982,86 Kob Maathai Road,Kilimani,Mrembo,Urban,3,3,,,,partially_functional,17,November
21333,SoRu38929,SoRu38929224,11/22/2021 6:26,7,135,12,shared_tap,3936,57 Asimbonanga Road,Sokoto,Rural,Rural,3,7,,,,partially_functional,6,November
21334,HaRu19846,HaRu19846224,11/22/2021 7:00,6,207,14,shared_tap,2178,119 Chanzo Cha Furaha Road,Hawassa,Rural,Rural,3,6,,,,partially_functional,7,November
21335,SoRu37693,SoRu37693224,11/22/2021 7:45,4,231,7,shared_tap,3978,4 Tausi Lumumba Avenue,Sokoto,Rural,Rural,3,4,,,,partially_functional,7,November
21336,AmBe11337,AmBe11337224,11/22/2021 8:04,7,260,24,shared_tap,3716,12 Mbuzi Mbeki Street,Amanzi,Bello,Urban,3,7,,,,partially_functional,8,November
21337,HaRu18042,HaRu18042224,11/22/2021 8:34,4,355,46,shared_tap,3220,137 Lubumbashi Lane,Hawassa,Rural,Rural,3,4,,,,partially_functional,8,November
21338,AkRu05654,AkRu05654224,11/22/2021 8:38,6,277,3,shared_tap,2690,121 Ramaphosa Road,Akatsi,Rural,Rural,3,6,,,,partially_functional,8,November
21339,AkRu06614,AkRu06614224,11/22/2021 8:39,4,142,5,shared_tap,1766,2 Popo Kamuzu Street,Akatsi,Rural,Rural,3,4,,,,partially_functional,8,November
21340,HaRu17843,HaRu17843224,11/22/2021 8:42,5,130,12,shared_tap,2036,3 Tunis Road,Hawassa,Rural,Rural,3,5,,,,partially_functional,8,November
21341,SoRu35001,SoRu35001224,11/22/2021 9:08,4,170,36,shared_tap,2364,46 Fennec Way,Sokoto,Rural,Rural,3,4,,,,partially_functional,9,November
21342,AkLu02215,AkLu02215224,11/22/2021 9:11,1,0,16,well,228,193 Okonjo-Iweala Street,Akatsi,Lusaka,Urban,1,1,Contaminated: Biological,0,267.371,functional,9,November
21343,AmAs10557,AmAs10557224,11/22/2021 9:15,8,146,36,shared_tap,2468,119 Nadi Kijani Lane,Amanzi,Asmara,Urban,3,8,,,,partially_functional,9,November
21344,KiRu30101,KiRu30101224,11/22/2021 9:15,1,212,0,shared_tap,2608,19 Burna Boy Street,Kilimani,Rural,Rural,3,1,,,,partially_functional,9,November
21345,AkRu05624,AkRu05624224,11/22/2021 9:38,1,0,48,tap_in_home,354,3 Banda Boulevard,Akatsi,Rural,Rural,10,1,,,,functional,9,November
21346,AkRu03047,AkRu03047224,11/22/2021 9:59,4,139,8,shared_tap,944,18 Giza Promenade,Akatsi,Rural,Rural,4,4,,,,partially_functional,9,November
21347,KiRu28783,KiRu28783224,11/22/2021 10:06,1,73,3,shared_tap,698,138 Bahari Nzuri Street,Kilimani,Rural,Rural,5,1,,,,partially_functional,10,November
21348,HaRu17536,HaRu17536224,11/22/2021 10:08,1,0,5,tap_in_home_broken,932,126 Rhodes Street,Hawassa,Rural,Rural,9,1,,,,non_functional,10,November
21349,AmDa12206,AmDa12206224,11/22/2021 10:09,1,0,10,tap_in_home,394,34 Angélique Kidjo Avenue,Amanzi,Dahabu,Urban,10,1,,,,functional,10,November
21350,SoKo33287,SoKo33287224,11/22/2021 10:12,1,0,24,well,242,46 Njovu Biko Drive,Sokoto,Kofi,Urban,2,1,Contaminated: Chemical,4.75738,0,functional,10,November
21351,KiRu28927,KiRu28927224,11/22/2021 10:28,1,0,0,tap_in_home,760,94 Ziwa La Kioo Road,Kilimani,Rural,Rural,10,1,,,,functional,10,November
21352,SoRu39476,SoRu39476224,11/22/2021 10:38,1,30,2,shared_tap,3096,195 Angelique Street,Sokoto,Rural,Rural,3,1,,,,functional,10,November
21353,AkRu07220,AkRu07220224,11/22/2021 10:43,6,371,7,shared_tap,2834,97 Simba Tutu Street,Akatsi,Rural,Rural,10,6,,,,partially_functional,10,November
21354,KiRu26943,KiRu26943224,11/22/2021 10:52,1,130,7,shared_tap,1476,113 Zanzibar Street,Kilimani,Rural,Rural,3,1,,,,partially_functional,10,November
21355,KiRu28915,KiRu28915224,11/22/2021 10:54,7,262,46,shared_tap,3410,79 Ziwa La Kioo Road,Kilimani,Rural,Rural,3,7,,,,partially_functional,10,November
21356,KiRu28355,KiRu28355224,11/22/2021 11:05,1,0,2,well,274,47 Twiga Kagame Avenue,Kilimani,Rural,Rural,1,1,Contaminated: Biological,0,34.2841,functional,11,November
21357,HaRu20735,HaRu20735224,11/22/2021 11:09,1,0,16,tap_in_home,842,147 Tuku Street,Hawassa,Rural,Rural,10,1,,,,functional,11,November
21358,AkRu04024,AkRu04024224,11/22/2021 11:13,8,340,36,shared_tap,3410,12 Moi Avenue,Akatsi,Rural,Rural,3,8,,,,partially_functional,11,November
21359,HaYa21371,HaYa21371224,11/22/2021 11:19,1,0,12,tap_in_home_broken,540,103 Okapi Road,Hawassa,Yaounde,Urban,9,1,,,,non_functional,11,November
21360,AkRu04706,AkRu04706224,11/22/2021 11:43,1,18,30,shared_tap,694,48 Windhoek Way,Akatsi,Rural,Rural,7,1,,,,functional,11,November
21361,HaYa21597,HaYa21597224,11/22/2021 11:45,1,0,3,tap_in_home_broken,742,50 Djembe Drive,Hawassa,Yaounde,Urban,9,1,,,,non_functional,11,November
21362,HaRu20733,HaRu20733224,11/22/2021 11:46,1,0,12,tap_in_home,892,129 Tuku Street,Hawassa,Rural,Rural,10,1,,,,functional,11,November
21363,KiRu29128,KiRu29128224,11/22/2021 11:47,1,0,14,well,208,19 Mto Wa Raha Drive,Kilimani,Rural,Rural,3,1,Clean,0.0233059,4.06E-05,functional,11,November
21364,AmAm10008,AmAm10008224,11/22/2021 11:49,1,0,12,tap_in_home,344,65 Afro Jazz Street,Amanzi,Amina,Urban,10,1,,,,functional,11,November
21365,HaRu20489,HaRu20489224,11/22/2021 11:49,5,144,36,shared_tap,1602,33 Gbenga Adeyinka Street,Hawassa,Rural,Rural,3,5,,,,partially_functional,11,November
21366,SoRu36941,SoRu36941224,11/22/2021 11:52,1,0,5,tap_in_home,748,150 Ellen Johnson Sirleaf Street,Sokoto,Rural,Rural,10,1,,,,functional,11,November
21367,SoMa33814,SoMa33814224,11/22/2021 11:52,1,0,1,tap_in_home,660,29 Cissé Road,Sokoto,Majengo,Urban,10,1,,,,functional,11,November
21368,SoIl32508,SoIl32508224,11/22/2021 11:58,1,0,4,well,210,93 Sfax Street,Sokoto,Ilanga,Urban,1,1,Contaminated: Biological,0,96.6341,functional,11,November
21369,AkKi00924,AkKi00924224,11/22/2021 11:59,6,236,12,shared_tap,3816,54 Tunis Street,Akatsi,Kintampo,Urban,3,6,,,,partially_functional,11,November
21370,AmAm09441,AmAm09441224,11/22/2021 11:59,1,69,42,shared_tap,644,61 Accra Avenue,Amanzi,Amina,Urban,5,1,,,,partially_functional,11,November
21371,AkRu04192,AkRu04192224,11/22/2021 12:02,1,0,0,well,352,11 Victoria Street,Akatsi,Rural,Rural,3,1,Clean,0.0602545,6.35E-05,functional,12,November
21372,AmRu14102,AmRu14102224,11/22/2021 12:13,1,0,44,tap_in_home_broken,404,24 Senghor Way,Amanzi,Rural,Rural,9,1,,,,non_functional,12,November
21373,AkRu06851,AkRu06851224,11/22/2021 12:15,4,155,48,shared_tap,2716,114 Fisi Nkrumah Street,Akatsi,Rural,Rural,3,4,,,,partially_functional,12,November
21374,KiAm21952,KiAm21952224,11/22/2021 12:19,1,0,10,well,216,1 Zanzibar Crossing,Kilimani,Amara,Urban,2,1,Contaminated: Chemical,1.18892,0,functional,12,November
21375,HaRu18780,HaRu18780224,11/22/2021 12:23,1,0,0,well,268,49 Khama Avenue,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,267.371,functional,12,November
21376,KiRu29534,KiRu29534224,11/22/2021 12:43,1,0,34,well,312,4 Bahari Nyeupe Street,Kilimani,Rural,Rural,3,1,Clean,0.0638093,9.56E-05,functional,12,November
21377,HaRu20829,HaRu20829224,11/22/2021 12:45,1,30,7,shared_tap,3086,8 Tuku Street,Hawassa,Rural,Rural,3,1,,,,functional,12,November
21378,HaRu17989,HaRu17989224,11/22/2021 12:47,5,139,18,shared_tap,1082,55 Lubumbashi Lane,Hawassa,Rural,Rural,3,5,,,,partially_functional,12,November
21379,HaRu20142,HaRu20142224,11/22/2021 12:49,1,0,30,well,358,60 Milima Kali Street,Hawassa,Rural,Rural,2,1,Contaminated: Chemical,6.6138,0,functional,12,November
21380,AmAs10377,AmAs10377224,11/22/2021 13:05,1,0,3,tap_in_home,918,64 Eto'o Street,Amanzi,Asmara,Urban,10,1,,,,functional,13,November
21381,KiRu25462,KiRu25462224,11/22/2021 13:07,1,0,34,well,252,11 Uhuru Square,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,3.13098,0,functional,13,November
21382,KiRu26329,KiRu26329224,11/22/2021 13:25,1,0,28,tap_in_home,782,123 Kimathi Street,Kilimani,Rural,Rural,10,1,,,,functional,13,November
21383,KiRu30476,KiRu30476224,11/22/2021 13:38,1,106,38,shared_tap,1154,73 Sahara Street,Kilimani,Rural,Rural,3,1,,,,partially_functional,13,November
21384,SoRu35403,SoRu35403224,11/22/2021 13:47,1,8,32,river,738,160 Nile Street,Sokoto,Rural,Rural,0,1,,,,non_functional,13,November
21385,AkHa00746,AkHa00746224,11/22/2021 13:47,1,0,46,well,374,60 Mbube Avenue,Akatsi,Harare,Urban,1,1,Contaminated: Biological,0,318.664,functional,13,November
21386,AmAb09329,AmAb09329224,11/22/2021 13:47,5,154,8,shared_tap,1362,24 N'dour Avenue,Amanzi,Abidjan,Urban,3,5,,,,partially_functional,13,November
21387,HaDe16616,HaDe16616224,11/22/2021 13:49,1,0,48,well,370,67 Yvonne Chaka Road,Hawassa,Deka,Urban,1,1,Contaminated: Biological,0,485.162,functional,13,November
21388,SoRu38736,SoRu38736224,11/22/2021 13:55,1,0,24,well,312,56 Mto Wa Ukarimu Street,Sokoto,Rural,Rural,2,1,Contaminated: Chemical,1.86871,0,functional,13,November
21389,AkRu07618,AkRu07618224,11/22/2021 13:55,1,0,34,well,302,65 Mto Wa Furaha Road,Akatsi,Rural,Rural,1,1,Contaminated: Biological,0,182.88,functional,13,November
21390,HaRu17662,HaRu17662224,11/22/2021 13:56,7,180,8,shared_tap,2314,147 Constantine Road,Hawassa,Rural,Rural,3,7,,,,partially_functional,13,November
21391,SoIl32654,SoIl32654224,11/22/2021 13:56,1,0,18,well,268,68 Pwani Mchangani Road,Sokoto,Ilanga,Urban,2,1,Contaminated: Chemical,8.2638,0,functional,13,November
21392,AkHa00311,AkHa00311224,11/22/2021 13:58,1,0,40,tap_in_home_broken,422,57 Oliver Tambo Street,Akatsi,Harare,Urban,10,1,,,,non_functional,13,November
21393,AkRu08086,AkRu08086224,11/22/2021 14:01,1,0,28,well,342,145 Pwani Ya Utukufu Road,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,2.68652,0,functional,14,November
21394,SoRu37529,SoRu37529224,11/22/2021 14:06,5,70,22,shared_tap,718,18 Mwewe Kagame Drive,Sokoto,Rural,Rural,5,5,,,,partially_functional,14,November
21395,AmAm09742,AmAm09742224,11/22/2021 14:08,1,0,32,tap_in_home_broken,884,44 Zamajobe Avenue,Amanzi,Amina,Urban,9,1,,,,non_functional,14,November
21396,KiZu31333,KiZu31333224,11/22/2021 14:12,1,0,3,well,230,3 Kagame Court,Kilimani,Zuri,Urban,1,1,Contaminated: Biological,0,262.668,functional,14,November
21397,KiRu26083,KiRu26083224,11/22/2021 14:12,1,0,3,well,264,112 Nyerere Road,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,9.13849,0,functional,14,November
21398,AmRu12833,AmRu12833224,11/22/2021 14:13,1,0,34,well,180,40 Kilimanjaro Drive,Amanzi,Rural,Rural,3,1,Clean,0.0728201,8.74E-05,functional,14,November
21399,SoRu35730,SoRu35730224,11/22/2021 14:14,5,165,3,shared_tap,3170,147 Mombasa Road,Sokoto,Rural,Rural,10,5,,,,partially_functional,14,November
21400,HaSe20978,HaSe20978224,11/22/2021 14:18,1,0,48,well,204,93 Serengeti Road,Hawassa,Serowe,Urban,3,1,Clean,0.0633778,5.01E-05,functional,14,November
21401,KiIs23927,KiIs23927224,11/22/2021 14:18,1,0,36,tap_in_home,614,195 Farasi Makeba Street,Kilimani,Isiqalo,Urban,10,1,,,,functional,14,November
21402,AkRu08630,AkRu08630224,11/22/2021 14:26,1,0,48,well,222,59 Waka Waka Avenue,Akatsi,Rural,Rural,3,1,Clean,0.0135374,8.86E-05,functional,14,November
21403,KiRu26067,KiRu26067224,11/22/2021 14:35,7,97,42,shared_tap,1910,12 Nyerere Road,Kilimani,Rural,Rural,3,7,,,,partially_functional,14,November
21404,KiMr24719,KiMr24719224,11/22/2021 14:48,4,361,14,shared_tap,3982,86 Kob Maathai Road,Kilimani,Mrembo,Urban,3,4,,,,partially_functional,14,November
21405,HaRu17043,HaRu17043224,11/22/2021 14:51,1,0,24,well,352,155 Twiga Lane,Hawassa,Rural,Rural,2,1,Contaminated: Chemical,5.40061,0,functional,14,November
21406,HaRu19709,HaRu19709224,11/22/2021 14:54,1,0,48,well,294,48 Mlima Tazama Avenue,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,267.371,functional,14,November
21407,AkRu03773,AkRu03773224,11/22/2021 14:58,1,0,2,tap_in_home,908,197 Lumumba Street,Akatsi,Rural,Rural,10,1,,,,functional,14,November
